id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
123,Paseo De La Ribera,Paseo De La Ribera: Etapa II Rocha y Cerri,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,"Se realizó la continuación del Paseo de la Ribera Etapa I. realizando la construcción de un paseo lineal sobre el riachuelo entre las calles Cerri y Hernandarias. Además, se proveyó de barandas, iluminación, bicisendas, arbolado, mobiliario, juegos infantiles y estación aeróbica.",14534310,4,La Boca,Rocha y Cerri,-34.6410510076,-58.36045056581,04/12/2017,15/07/2017,,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/123-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/123-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/123-3.jpg,,Villarex S.A.,2017,,,30712097996,,,,,,https://www.buenosaires.gob.ar/baobras/Paseo-De-La-Ribera,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/267,,,
124,Paseo De La Ribera,Paseo De La Ribera: Etapa III Salvadores y Cerri,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,"El proyecto comprendió la puesta en valor del conjunto del espacio público comprendido por la explanada costera, en el tramo entre las calles Coronel Salvadores y Cerri.",11917967,4,La Boca,Rocha y Cerri,-34.6427898942,-58.3579185605,04/12/2017,15/07/2017,,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/124-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/124-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/124-3.jpg,,Salvatori S.A Parques Y Jardines,2017,,,30512700124,,,,,,https://www.buenosaires.gob.ar/baobras/Paseo-De-La-Ribera,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/268,,,
133,Teatro Colón,Teatro Colón: Talleres La Nube,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"Se llevó a cabo la limpieza y reparación de la cubierta, canaletas, rejillas, desagües pluviales y los trabajos de albañilería complementarios en los Talleres La Nube I, y la colocación de aislación térmica en la cubierta de los Talleres La Nube II.",4926076,15,Chacarita,MAURE 3670,-34.5828529308059,-58.4499911788619,15/02/2017,15/02/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt4/taller_La_nube.jpg,,,,Cahem S.A,2016,,,30708075910,10223,48,,,,https://www.buenosaires.gob.ar/baobras/teatro-colon,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/251,,,
135,Donado Holmberg,Donado Holmberg: Soluciones Habitacionales IV,Finalizada,Vivienda,Secretaría de Transporte y Obras Públicas,"Se ejecutaron 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2).",51377671,12,Villa Urquiza,MONROE 4243,-34.5691955866277,-58.4777615819441,26/06/2017,30/09/2018,15,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-4.jpg,Warlet S.A,2017,Licitación Pública ,267/SIGAF/2017,30700435853,,45,,,,https://www.buenosaires.gob.ar/baobras/Donado-Holmberg,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/270,27394577-MGEYA-DGOIYA-2016,,
152,Barrio 20,Barrio 20: Cancha De Los Huérfanos,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Se implementó la puesta en valor a través de la construcción de una cancha de fútbol 9, el reacondicionamiento de la plaza con equipamiento, juegos para niños y niñas y estaciones saludables.",10786799,8,Villa Lugano,"Miralla Y Batlle Y Ordoñez, Jose P.T.",-34.6011012692,-58.4591341559,23/03/2017,23/03/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchahuerfanos_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchahuerfanosantes_imagen2.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchahuerfanosdurante_foto3.jpg,,Vivia S.A.,2016,,,30709911828,5778,13,SI,,,https://www.buenosaires.gob.ar/baobras/villa-15-0,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170104.pdf,,,
153,Barrio 20,Barrio 20: Sector Consolidado - Red De Infraestructura,Finalizada,Hidráulica e Infraestructura,Ministerio de Desarrollo Humano y Hábitat,"Dotacion de infraestructura, ejecucción de red de agua, desague de cloacal, red eléctrica y red de datos",74801899,8,Villa Lugano,Pola Y Unanue,-34.6753666307727,-58.4678469746714,16/12/2017,20/12/2019,13,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_hidraulicaeinfraestructura.png,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_redinfraestructura_sectorconsolidadoantes_imagen2.jpg,,,Urban Baires S.A.,,,,30711290075,33350,,SI,,,https://www.buenosaires.gob.ar/baobras/villa-15-0,https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-DIS-MJGGC-IVC-IVC-1699-18-ANX.pdf ,,,
160,Ecoparque,Ecoparque: Switches Para Telefonía Ip- Solución Así,Finalizada,Espacio Público,Secretaría de Ambiente,Se llevó a cabo la provisión de dispositivos electrónicos de red.,3650000,14,Palermo,Republica De La India 3000,-34.5783194456225,-58.4148211012661,17/10/2017,15/12/2017,2,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,,,,Silk Tech S.R.L,2017,Licitación Publica,9510-1319-LPU17,30714440248,,,,,,https://www.buenosaires.gob.ar/baobras/ecoparque-0,https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MMIYTGC-UPEEI-133-17-ANX.pdf,EX-2017-20415057- MGEYA-UPEEI,,
170,Centros De Salud De Barracas,CESAC N° 30: Ampliación Y Remodelación Integral,Finalizada,Salud,Ministerio de Salud,"La obra consistió en la ampliación y remodelación integral del CeSAC N° 30 dando respuesta a la necesidad de mayores prestaciones definidas por el programa médico. La superficie total de intervención es de 965.44 m2, correspondiendo 678,58 m2 cubiertos nuevos, 79,86 m2 cubiertos de remodelación y 207 m2 descubiertos. La obra comprendió 15 consultorios para las especialidades de ginecología, clínica médica, pediatría, odontología, servicio social, enfermería, vacunatorio, farmacia, depósito de leche, espera, sum, sanitarios públicos, sanitarios y vestuario para el personal, sala de profesionales, oficina para el director, depósitos y áreas de apoyo técnico.",33890055,4,Barracas,"Alcorta, Amancio Av. E Iguazu",-34.6497913742064,-58.4050494054768,05/08/2016,15/01/2019,29,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID170_1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID170_2.jpg,,,Emaco S.A.,2016,,,30516284222,,30,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=124359,,,
171,Centros De Salud De Mataderos,Nuevo Cesac Avenida De Los Corrales,Finalizada,Salud,Ministerio de Salud,"La obra consistió en la ejecución de un nuevo centro de salud y la reubicación del centro odontológico existente en el predio, abarcando una intervención total de 967,52 m2 cubiertos y 8,87 semicubiertos. El proyecto fue comprendido por un edificio resuelto en tres niveles que incorpora en los primeros dos el nuevo CeSAC propiamente dicho y, en el último, la relocalización del coi que se encuentra en funcionamiento. La distribución funcional se da de acuerdo a la siguiente disposición, planta baja: hall de acceso, sanitarios públicos, recepción (mesón de turnos y acreditación) y área administrativa, jefatura, consultorios, enfermería, esterilización y farmacia. Fuera del edificio se encuentran salas de máquinas, áreas de infraestructura de instalaciones, depósito y estacionamiento vehicular. 1er piso: espera, sum, entrega de leche, sanitarios públicos, consultorios, vestuarios de personal, office de limpieza, estar médico, sala de reuniones e informática. 2do piso: COI – recepción, espera, sum, sanitarios públicos, consultorios odontológicos, sala de estar y sanitarios para personal, jefatura, sala de rayos x, depósito de insumos y taller de ortodoncia. Azotea: Salas de máquinas y áreas de infraestructura de instalaciones.",55287592,9,Mataderos,De Los Corrales Av. Y Carhue,-34.6658390652949,-58.5041354956605,31/01/2017,01/10/2018,21,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_1.JPG,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_2.JPG,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_3.JPG,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_4.JPG,Tala Construcciones S.A.,2016,,,30708267984,,32,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-mataderos,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126404,,,
172,Centros De Salud De Barracas,CESAC N° 35: Ampliación,Finalizada,Salud,Ministerio de Salud,"En la obra se contemplan trabajos de ampliación y reforma del edificio CeSAC N°35 sito en la calle Osvaldo Cruz y Zavaleta – Villa 21-24. La obra comprende el agregado de un nuevo cuerpo al edificio existente, además de los servicios y apoyos para profesionales, que se trasladaron del edificio existente hacia este nuevo cuerpo. Por otra parte se remodelan los sectores existentes indicados en planos para optimizar el uso de los espacios en función de la atención médica. El alcance de los trabajos comprende todos los rubros de obra e instalaciones necesarios para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. La superficie que se interviene se detalla a continuación: pb: 130 m2 de ampliación + 50 m2 de modificaciones en sector existente 1er piso: 130 m2 de ampliación + 55 m2 de modificaciones en sector existente 2do piso: 415 m2 de edificio nuevo. Son provistos dentro de la obra los elementos del equipamiento mobiliario especificados.",40536952,4,Barracas,"Cruz, Osvaldo Y Zabaleta",-34.6563762464165,-58.399536440571,25/01/2017,28/02/2020,32,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID172_1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID172_2.jpg,,,Creazy S.A.,2016,,,30604370171,,17,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126285,,,
173,Centros de Salud en Flores,Nuevo Cesac En Comuna 7 - Barrio Flores,Finalizada,Salud,Ministerio de Salud,"La obra consistió en la demolición de los edificios existentes que se indican en planos y la obra nueva del presente CeSAC en la comuna 7- Barrio de Flores- y Casa de Madres del Paco el cual se emplazó en Av. Francisco Fernández de la Cruz y Av. Perito Moreno. El CeSAC consta de una sola planta destinada a la atención, administración y usos complementarios (sala de máquinas, vestuarios, sanitarios públicos y jefatura). Dicho Cesac posee una superficie cubierta de 765m2 y la Casa Madres del Paco de una superficie cubierta de 345m2. El alcance de los trabajos comprendió todos los rubros de obra e instalaciones necesarias para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. Fueron provistos dentro de la obra los elementos del equipamiento mobiliario especificados.",42000000,7,Flores,"Fernandez De La Cruz, F., Gral. Av. Y Moreno, Perito Av.",-34.6503346405212,-58.4309854847684,19/04/2017,29/12/2018,20,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID173_1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID173_2.jpg,,,Kir S.R.L,2016,,,30702232046,,27,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-flores,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129025,,,
174,Centros De Salud De Barracas,Edificio Iriarte 3501 - Trabajos En Planta Baja y Planta Alta - Predio Del Ex Cic,Finalizada,Salud,Ministerio de Salud,"La obra consistió en la continuación de los trabajos iniciados en el edificio existente de 2 plantas, para la creación de un centro de especialidades médicas ambulatorias de referencia (CEMAR), dando respuesta urgente a necesidades sanitarias de la zona (guardia 24hs, ambulancia para el barrio, entre otras) realización de trabajos en planta baja, con tabiques durlock, pisos de mosaico, instalaciones de provisión de agua y desagües, instalación contra incendio. Se realizaron trabajos en la calle de acceso lateral. En planta alta se realizaron desagües, tabiques de durlock, pisos vinílicos, plomado de salas de rayos, instalación de equipos.",60000000,4,Barracas,Av. Gral. Iriarte 3501,-34.651162,-58.397127,16/01/2017,15/04/2019,27,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID174_1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID174_2.jpg,,,Doxi Construcciones S.A. - MAD Desarrollos S.R.L.,2016,,,30711219699,,28,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171122.pdf ,,,
175,Centros de Salud en Villa Lugano,Cesac Santander,Finalizada,Salud,Ministerio de Salud,"La obra del CeSAC Santander consistió en dar respuesta a los requerimientos planteados, respondiendo a un programa médico, se contemplaron trabajos de obra nueva para un edificio destinado a CeSAC con una superficie total cubierta de 509 m2 de obra nueva y descubierta de 802 m2 de obra nueva. La obra comprendió todos los rubros de obra e instalaciones necesarios para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. Fueron provistos dentro de la obra los elementos del equipamiento mobiliario especificados.",33600000,8,Villa Lugano,Santander 5933,-34.6729049222136,-58.4858447999354,22/11/2017,17/06/2019,18,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID175_1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/ID175_2.jpg,,,KION SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,2017,,,33522512279,,25,SI,,,https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-villa-lugano,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132858,,,
176,Hospital Alvear,"Hospital Alvear - Trabajos De Instalaciones Termo Mecánicas Y Eléctricas En Pabellón N° 1, Etapa 2",Finalizada,Salud,Ministerio de Salud,"Las obras comprendieron la remodelación integral del Pabellón N°1 en el Hospital Alvear, incluyendo también la ejecución de obras exteriores, espacios verdes circundantes y semicubiertos. Las obras ejecutadas tanto interiores como exteriores tuvieron por objeto dejar el Hospital en condiciones adecuadas de funcionamiento. Se intervino en la climatización y acondicionamiento eléctrico del Pabellón N° 1 cumpliendo con las normas vigentes, con el fin de brindar un nuevo destino y reubicación estratégica a la consulta externa. Se realizó una ampliación edilicia dentro del Pabellón N° 1, que contempla un nuevo espacio destinado al acceso y espera en el área de consulta externa obteniendo como resultado una entrada independiente desvinculando la atención externa de la de internación. La obra comprendió trabajos de estructuras y albañilería en general como la ejecución de mampostería de elevación, distintos tipos de revoques y cielorrasos, la colocación de revestimientos, solados y carpinterías.",15264748,15,Paternal,Warnes Av. 2630,-34.5971213143408,-58.4758887580725,02/01/2017,15/07/2018,18,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_alvearinstalacionestermomecanicaspabellon1_foto01.PNG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_alvearinstalacionestermomecanicaspabellon1_foto02.jpg,,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_alvearinstalacionestermomecanicaspabellon1_foto04.jpg,Mejoramiento Hospitalario S.A.,2014,Ad Mantenimiento,,30707962654,,20,,,,https://www.buenosaires.gob.ar/baobras/hospital-alvear,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113121,,,
177,Hospital Marie Curie,Hospital Marie Curie - Instalación Y Montaje De Ascensor Camillero,Finalizada,Salud,Ministerio de Salud,"La obras consistió en la provisión e instalación de un nuevo ascensor camillero ubicado en el hueco de escaleras del extremo sur del pasillo longitudinal del Hospital, cabecera sobre la calle María Curie. ",33604400,6,Caballito,Patricias Argentinas Av. 150,-34.6070846880877,-58.4328786309778,23/06/2016,07/07/2017,13,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_curieascensorcamillero_foto01.jpg,,,,DALKIA ARGENTINA SOCIEDAD ANONIMA - CONSTRUCTORA LANUSSE S.A. UNIÓN TRANSITORIA DE EMPRESAS,2014,Licitación Pública,,30711831874,,17,,,, https://www.buenosaires.gob.ar/baobras/hospital-marie-curie ,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113103,,,
